Name,County,station,date,cnt_entries,cnt_exits
San Bruno,San Mateo,SBRN,2021-11-28,458,561
San Bruno,San Mateo,SBRN,2021-11-29,934,971
San Bruno,San Mateo,SBRN,2021-11-30,972,1057
San Bruno,San Mateo,SBRN,2021-12-01,1015,1080
San Bruno,San Mateo,SBRN,2021-12-02,1054,1141
San Bruno,San Mateo,SBRN,2021-12-03,981,1044
San Bruno,San Mateo,SBRN,2021-12-04,637,733
San Bruno,San Mateo,SBRN,2021-12-05,442,527
San Bruno,San Mateo,SBRN,2021-12-06,899,981
San Bruno,San Mateo,SBRN,2021-12-07,1048,1136
San Bruno,San Mateo,SBRN,2021-12-08,1084,1113
San Bruno,San Mateo,SBRN,2021-12-09,1029,1085
San Bruno,San Mateo,SBRN,2021-12-10,1041,1137
San Bruno,San Mateo,SBRN,2021-12-11,716,795
San Bruno,San Mateo,SBRN,2021-12-12,356,398
San Bruno,San Mateo,SBRN,2021-12-13,788,867
San Bruno,San Mateo,SBRN,2021-12-14,1001,1067
San Bruno,San Mateo,SBRN,2021-12-15,993,1100
San Bruno,San Mateo,SBRN,2021-12-16,1122,1181
San Bruno,San Mateo,SBRN,2021-12-17,1081,1154
San Bruno,San Mateo,SBRN,2021-12-18,723,810
San Bruno,San Mateo,SBRN,2021-12-19,491,513
San Bruno,San Mateo,SBRN,2021-12-20,946,1032
San Bruno,San Mateo,SBRN,2021-12-21,985,999
San Bruno,San Mateo,SBRN,2021-12-22,829,918
San Bruno,San Mateo,SBRN,2021-12-23,804,856
San Bruno,San Mateo,SBRN,2021-12-24,531,561
San Bruno,San Mateo,SBRN,2021-12-25,134,191
San Bruno,San Mateo,SBRN,2021-12-26,319,356
San Bruno,San Mateo,SBRN,2021-12-27,731,823
San Bruno,San Mateo,SBRN,2021-12-28,768,838
San Bruno,San Mateo,SBRN,2021-12-29,699,743
San Bruno,San Mateo,SBRN,2021-12-30,802,900
San Bruno,San Mateo,SBRN,2021-12-31,604,606
San Bruno,San Mateo,SBRN,2022-01-01,377,466
San Bruno,San Mateo,SBRN,2022-01-02,379,436
San Bruno,San Mateo,SBRN,2022-01-03,711,827
San Bruno,San Mateo,SBRN,2022-01-04,813,893
San Bruno,San Mateo,SBRN,2022-01-05,796,852
San Bruno,San Mateo,SBRN,2022-01-06,816,881
San Bruno,San Mateo,SBRN,2022-01-07,753,772
San Bruno,San Mateo,SBRN,2022-01-08,515,589
San Bruno,San Mateo,SBRN,2022-01-09,369,383
San Bruno,San Mateo,SBRN,2022-01-10,723,786
San Bruno,San Mateo,SBRN,2022-01-11,826,839
San Bruno,San Mateo,SBRN,2022-01-12,773,819
San Bruno,San Mateo,SBRN,2022-01-13,802,848
San Bruno,San Mateo,SBRN,2022-01-14,812,897
San Bruno,San Mateo,SBRN,2022-01-15,488,550
San Bruno,San Mateo,SBRN,2022-01-16,326,398
San Bruno,San Mateo,SBRN,2022-01-17,576,681
San Bruno,San Mateo,SBRN,2022-01-18,798,857
San Bruno,San Mateo,SBRN,2022-01-19,790,883
San Bruno,San Mateo,SBRN,2022-01-20,808,928
San Bruno,San Mateo,SBRN,2022-01-21,813,858
San Bruno,San Mateo,SBRN,2022-01-22,574,617
San Bruno,San Mateo,SBRN,2022-01-23,381,400
San Bruno,San Mateo,SBRN,2022-01-24,756,820
San Bruno,San Mateo,SBRN,2022-01-25,805,868
San Bruno,San Mateo,SBRN,2022-01-26,875,970
San Bruno,San Mateo,SBRN,2022-01-27,839,909
San Bruno,San Mateo,SBRN,2022-01-28,767,867
San Bruno,San Mateo,SBRN,2022-01-29,527,602
San Bruno,San Mateo,SBRN,2022-01-30,352,407
San Bruno,San Mateo,SBRN,2022-01-31,774,814
San Bruno,San Mateo,SBRN,2022-02-01,884,931
San Bruno,San Mateo,SBRN,2022-02-02,884,934
San Bruno,San Mateo,SBRN,2022-02-03,909,926
San Bruno,San Mateo,SBRN,2022-02-04,833,897
San Bruno,San Mateo,SBRN,2022-02-05,549,599
San Bruno,San Mateo,SBRN,2022-02-06,402,434
San Bruno,San Mateo,SBRN,2022-02-07,879,918
San Bruno,San Mateo,SBRN,2022-02-08,910,970
San Bruno,San Mateo,SBRN,2022-02-09,978,1030
San Bruno,San Mateo,SBRN,2022-02-10,937,942
San Bruno,San Mateo,SBRN,2022-02-11,961,1008
San Bruno,San Mateo,SBRN,2022-02-12,642,716
San Bruno,San Mateo,SBRN,2022-02-13,376,418
San Bruno,San Mateo,SBRN,2022-02-14,893,949
San Bruno,San Mateo,SBRN,2022-02-15,951,1001
San Bruno,San Mateo,SBRN,2022-02-16,1002,1049
San Bruno,San Mateo,SBRN,2022-02-17,989,1025
San Bruno,San Mateo,SBRN,2022-02-18,1011,1009
San Bruno,San Mateo,SBRN,2022-02-19,785,891
San Bruno,San Mateo,SBRN,2022-02-20,509,551
San Bruno,San Mateo,SBRN,2022-02-21,650,717
San Bruno,San Mateo,SBRN,2022-02-22,962,970
San Bruno,San Mateo,SBRN,2022-02-23,951,1012
San Bruno,San Mateo,SBRN,2022-02-24,943,1029
San Bruno,San Mateo,SBRN,2022-02-25,958,961
San Bruno,San Mateo,SBRN,2022-02-26,572,698
San Bruno,San Mateo,SBRN,2022-02-27,431,470
San Bruno,San Mateo,SBRN,2022-02-28,827,950
San Bruno,San Mateo,SBRN,2022-03-01,1010,1064
San Bruno,San Mateo,SBRN,2022-03-02,972,1033
San Bruno,San Mateo,SBRN,2022-03-03,984,1054
San Bruno,San Mateo,SBRN,2022-03-04,910,970
San Bruno,San Mateo,SBRN,2022-03-05,579,672
San Bruno,San Mateo,SBRN,2022-03-06,472,573
San Bruno,San Mateo,SBRN,2022-03-07,982,1117
San Bruno,San Mateo,SBRN,2022-03-08,1091,1292
San Bruno,San Mateo,SBRN,2022-03-09,1090,1231
San Bruno,San Mateo,SBRN,2022-03-10,1106,1227
San Bruno,San Mateo,SBRN,2022-03-11,1171,1304
San Bruno,San Mateo,SBRN,2022-03-12,857,924
San Bruno,San Mateo,SBRN,2022-03-13,538,592
San Bruno,San Mateo,SBRN,2022-03-14,1042,1153
San Bruno,San Mateo,SBRN,2022-03-15,1119,1266
San Bruno,San Mateo,SBRN,2022-03-16,1101,1236
San Bruno,San Mateo,SBRN,2022-03-17,1204,1227
San Bruno,San Mateo,SBRN,2022-03-18,1147,1237
San Bruno,San Mateo,SBRN,2022-03-19,726,818
San Bruno,San Mateo,SBRN,2022-03-20,530,571
San Bruno,San Mateo,SBRN,2022-03-21,1123,1195
San Bruno,San Mateo,SBRN,2022-03-22,1181,1208
San Bruno,San Mateo,SBRN,2022-03-23,1209,1193
San Bruno,San Mateo,SBRN,2022-03-24,1194,1239
San Bruno,San Mateo,SBRN,2022-03-25,1057,1100
San Bruno,San Mateo,SBRN,2022-03-26,700,806
San Bruno,San Mateo,SBRN,2022-03-27,417,514
San Bruno,San Mateo,SBRN,2022-03-28,954,977
San Bruno,San Mateo,SBRN,2022-03-29,1137,1184
San Bruno,San Mateo,SBRN,2022-03-30,1086,1167
San Bruno,San Mateo,SBRN,2022-03-31,1081,1124
San Bruno,San Mateo,SBRN,2022-04-01,1017,1095
San Bruno,San Mateo,SBRN,2022-04-02,735,829
San Bruno,San Mateo,SBRN,2022-04-03,467,546
San Bruno,San Mateo,SBRN,2022-04-04,1021,1044
San Bruno,San Mateo,SBRN,2022-04-05,1216,1239
San Bruno,San Mateo,SBRN,2022-04-06,1196,1248
San Bruno,San Mateo,SBRN,2022-04-07,1184,1272
San Bruno,San Mateo,SBRN,2022-04-08,1092,1207
San Bruno,San Mateo,SBRN,2022-04-09,729,846
San Bruno,San Mateo,SBRN,2022-04-10,500,586
San Bruno,San Mateo,SBRN,2022-04-11,1038,1050
San Bruno,San Mateo,SBRN,2022-04-12,1231,1243
San Bruno,San Mateo,SBRN,2022-04-13,1171,1203
San Bruno,San Mateo,SBRN,2022-04-14,1124,1185
San Bruno,San Mateo,SBRN,2022-04-15,1069,1113
San Bruno,San Mateo,SBRN,2022-04-16,661,700
San Bruno,San Mateo,SBRN,2022-04-17,430,477
San Bruno,San Mateo,SBRN,2022-04-18,1064,1074
San Bruno,San Mateo,SBRN,2022-04-19,1194,1236
San Bruno,San Mateo,SBRN,2022-04-20,1210,1265
San Bruno,San Mateo,SBRN,2022-04-21,1170,1177
San Bruno,San Mateo,SBRN,2022-04-22,1064,1104
San Bruno,San Mateo,SBRN,2022-04-23,749,794
San Bruno,San Mateo,SBRN,2022-04-24,495,557
San Bruno,San Mateo,SBRN,2022-04-25,1027,1029
San Bruno,San Mateo,SBRN,2022-04-26,1225,1308
San Bruno,San Mateo,SBRN,2022-04-27,1177,1198
San Bruno,San Mateo,SBRN,2022-04-28,1235,1242
San Bruno,San Mateo,SBRN,2022-04-29,1059,1130
San Bruno,San Mateo,SBRN,2022-04-30,659,785
San Bruno,San Mateo,SBRN,2022-05-01,558,662
San Bruno,San Mateo,SBRN,2022-05-02,1078,1130
San Francisco International Airport,San Mateo,SFIA,2020-01-01,5327,2923
San Francisco International Airport,San Mateo,SFIA,2020-01-02,6412,4544
San Francisco International Airport,San Mateo,SFIA,2020-01-03,5660,4283
San Francisco International Airport,San Mateo,SFIA,2020-01-04,4498,3013
San Francisco International Airport,San Mateo,SFIA,2020-01-05,4600,2743
San Francisco International Airport,San Mateo,SFIA,2020-01-06,6046,4362
San Francisco International Airport,San Mateo,SFIA,2020-01-07,5611,4141
San Francisco International Airport,San Mateo,SFIA,2020-01-08,5444,4451
San Francisco International Airport,San Mateo,SFIA,2020-01-09,5427,4932
San Francisco International Airport,San Mateo,SFIA,2020-01-10,5738,5500
San Francisco International Airport,San Mateo,SFIA,2020-01-11,4008,2827
San Francisco International Airport,San Mateo,SFIA,2020-01-12,4015,2871
San Francisco International Airport,San Mateo,SFIA,2020-01-13,5806,4605
San Francisco International Airport,San Mateo,SFIA,2020-01-14,5182,4424
San Francisco International Airport,San Mateo,SFIA,2020-01-15,5281,4703
San Francisco International Airport,San Mateo,SFIA,2020-01-16,5466,5672
San Francisco International Airport,San Mateo,SFIA,2020-01-17,6785,6353
San Francisco International Airport,San Mateo,SFIA,2020-01-18,5026,3389
San Francisco International Airport,San Mateo,SFIA,2020-01-19,4773,2487
San Francisco International Airport,San Mateo,SFIA,2020-01-20,6219,3746
San Francisco International Airport,San Mateo,SFIA,2020-01-22,5690,4340
San Francisco International Airport,San Mateo,SFIA,2020-01-23,5648,5252
San Francisco International Airport,San Mateo,SFIA,2020-01-24,6223,5620
San Francisco International Airport,San Mateo,SFIA,2020-01-25,4263,3053
San Francisco International Airport,San Mateo,SFIA,2020-01-26,4576,2892
San Francisco International Airport,San Mateo,SFIA,2020-01-27,5801,4414
San Francisco International Airport,San Mateo,SFIA,2020-01-28,4838,3815
San Francisco International Airport,San Mateo,SFIA,2020-01-29,4757,4320
San Francisco International Airport,San Mateo,SFIA,2020-01-30,5263,5078
San Francisco International Airport,San Mateo,SFIA,2020-01-31,6711,5561
San Francisco International Airport,San Mateo,SFIA,2020-02-01,4749,3169
San Francisco International Airport,San Mateo,SFIA,2020-02-02,4592,2678
San Francisco International Airport,San Mateo,SFIA,2020-02-03,5794,4434
San Francisco International Airport,San Mateo,SFIA,2020-02-04,4799,3934
San Francisco International Airport,San Mateo,SFIA,2020-02-05,4812,4628
San Francisco International Airport,San Mateo,SFIA,2020-02-06,5173,5910
San Francisco International Airport,San Mateo,SFIA,2020-02-07,5706,6329
San Francisco International Airport,San Mateo,SFIA,2020-02-08,4057,3048
San Francisco International Airport,San Mateo,SFIA,2020-02-09,3951,2801
San Francisco International Airport,San Mateo,SFIA,2020-02-10,5719,4459
San Francisco International Airport,San Mateo,SFIA,2020-02-11,4574,4072
San Francisco International Airport,San Mateo,SFIA,2020-02-12,4883,4786
San Francisco International Airport,San Mateo,SFIA,2020-02-13,5315,6104
San Francisco International Airport,San Mateo,SFIA,2020-02-14,6504,6491
San Francisco International Airport,San Mateo,SFIA,2020-02-15,4418,3254
San Francisco International Airport,San Mateo,SFIA,2020-02-16,4302,2839
San Francisco International Airport,San Mateo,SFIA,2020-02-17,5922,3905
San Francisco International Airport,San Mateo,SFIA,2020-02-18,6049,4527
San Francisco International Airport,San Mateo,SFIA,2020-02-20,5255,5454
San Francisco International Airport,San Mateo,SFIA,2020-02-21,5787,5875
San Francisco International Airport,San Mateo,SFIA,2020-02-22,3959,2972
San Francisco International Airport,San Mateo,SFIA,2020-02-23,4262,2750
San Francisco International Airport,San Mateo,SFIA,2020-02-25,4923,3929
San Francisco International Airport,San Mateo,SFIA,2020-02-26,4631,4233
San Francisco International Airport,San Mateo,SFIA,2020-02-27,5204,5449
San Francisco International Airport,San Mateo,SFIA,2020-02-28,5557,5829
San Francisco International Airport,San Mateo,SFIA,2020-02-29,3833,3060
San Francisco International Airport,San Mateo,SFIA,2020-03-01,4040,2503
San Francisco International Airport,San Mateo,SFIA,2020-03-02,5632,3951
San Francisco International Airport,San Mateo,SFIA,2020-03-03,4423,3608
San Francisco International Airport,San Mateo,SFIA,2020-03-04,4219,3933
San Francisco International Airport,San Mateo,SFIA,2020-03-05,4572,4646
San Francisco International Airport,San Mateo,SFIA,2020-03-06,4540,4697
San Francisco International Airport,San Mateo,SFIA,2020-03-07,3236,2519
San Francisco International Airport,San Mateo,SFIA,2020-03-08,3483,2118
San Francisco International Airport,San Mateo,SFIA,2020-03-09,4314,3366
San Francisco International Airport,San Mateo,SFIA,2020-03-10,3598,2878
San Francisco International Airport,San Mateo,SFIA,2020-03-11,3206,3119
San Francisco International Airport,San Mateo,SFIA,2020-03-12,3170,3095
San Francisco International Airport,San Mateo,SFIA,2020-03-13,2891,2926
San Francisco International Airport,San Mateo,SFIA,2020-03-14,1928,1691
San Francisco International Airport,San Mateo,SFIA,2020-03-15,1867,1326
San Francisco International Airport,San Mateo,SFIA,2020-03-16,2299,2019
San Francisco International Airport,San Mateo,SFIA,2020-03-17,1569,1352
San Francisco International Airport,San Mateo,SFIA,2020-03-18,1333,1128
San Francisco International Airport,San Mateo,SFIA,2020-03-19,1082,1000
San Francisco International Airport,San Mateo,SFIA,2020-03-20,994,1009
San Francisco International Airport,San Mateo,SFIA,2020-03-21,809,688
San Francisco International Airport,San Mateo,SFIA,2020-03-22,721,493
San Francisco International Airport,San Mateo,SFIA,2020-03-23,760,664
San Francisco International Airport,San Mateo,SFIA,2020-03-24,612,598
San Francisco International Airport,San Mateo,SFIA,2020-03-25,629,579
San Francisco International Airport,San Mateo,SFIA,2020-03-26,555,574
San Francisco International Airport,San Mateo,SFIA,2020-03-27,500,537
San Francisco International Airport,San Mateo,SFIA,2020-03-28,334,262
San Francisco International Airport,San Mateo,SFIA,2020-03-29,344,242
San Francisco International Airport,San Mateo,SFIA,2020-03-30,455,424
San Francisco International Airport,San Mateo,SFIA,2020-03-31,454,413
San Francisco International Airport,San Mateo,SFIA,2020-04-01,384,406
San Francisco International Airport,San Mateo,SFIA,2020-04-02,403,432
San Francisco International Airport,San Mateo,SFIA,2020-04-03,356,346
San Francisco International Airport,San Mateo,SFIA,2020-04-04,221,188
San Francisco International Airport,San Mateo,SFIA,2020-04-05,224,177
San Francisco International Airport,San Mateo,SFIA,2020-04-06,342,330
San Francisco International Airport,San Mateo,SFIA,2020-04-07,324,319
San Francisco International Airport,San Mateo,SFIA,2020-04-08,318,307
San Francisco International Airport,San Mateo,SFIA,2020-04-09,305,311
San Francisco International Airport,San Mateo,SFIA,2020-04-10,285,320
San Francisco International Airport,San Mateo,SFIA,2020-04-11,183,165
San Francisco International Airport,San Mateo,SFIA,2020-04-12,164,150
San Francisco International Airport,San Mateo,SFIA,2020-04-13,273,244
San Francisco International Airport,San Mateo,SFIA,2020-04-14,256,232
San Francisco International Airport,San Mateo,SFIA,2020-04-15,266,278
San Francisco International Airport,San Mateo,SFIA,2020-04-16,249,249
San Francisco International Airport,San Mateo,SFIA,2020-04-17,241,243
San Francisco International Airport,San Mateo,SFIA,2020-04-18,152,141
San Francisco International Airport,San Mateo,SFIA,2020-04-19,168,154
San Francisco International Airport,San Mateo,SFIA,2020-04-20,216,221
San Francisco International Airport,San Mateo,SFIA,2020-04-21,230,226
San Francisco International Airport,San Mateo,SFIA,2020-04-22,227,233
San Francisco International Airport,San Mateo,SFIA,2020-04-23,254,238
San Francisco International Airport,San Mateo,SFIA,2020-04-24,220,232
San Francisco International Airport,San Mateo,SFIA,2020-04-25,163,141
San Francisco International Airport,San Mateo,SFIA,2020-04-26,169,143
San Francisco International Airport,San Mateo,SFIA,2020-04-27,250,225
San Francisco International Airport,San Mateo,SFIA,2020-04-29,239,233
San Francisco International Airport,San Mateo,SFIA,2020-04-30,281,285
San Francisco International Airport,San Mateo,SFIA,2020-05-01,278,261
San Francisco International Airport,San Mateo,SFIA,2020-05-02,154,138
San Francisco International Airport,San Mateo,SFIA,2020-05-03,164,158
San Francisco International Airport,San Mateo,SFIA,2020-05-04,274,240
San Francisco International Airport,San Mateo,SFIA,2020-05-05,277,236
San Francisco International Airport,San Mateo,SFIA,2020-05-06,244,253
San Francisco International Airport,San Mateo,SFIA,2020-05-07,274,275
San Francisco International Airport,San Mateo,SFIA,2020-05-08,249,268
San Francisco International Airport,San Mateo,SFIA,2020-05-09,201,172
San Francisco International Airport,San Mateo,SFIA,2020-05-10,193,140
San Francisco International Airport,San Mateo,SFIA,2020-05-11,293,246
San Francisco International Airport,San Mateo,SFIA,2020-05-12,279,244
San Francisco International Airport,San Mateo,SFIA,2020-05-13,253,247
San Francisco International Airport,San Mateo,SFIA,2020-05-14,271,279
San Francisco International Airport,San Mateo,SFIA,2020-05-15,277,246
San Francisco International Airport,San Mateo,SFIA,2020-05-16,183,164
San Francisco International Airport,San Mateo,SFIA,2020-05-17,226,178
San Francisco International Airport,San Mateo,SFIA,2020-05-18,310,310
San Francisco International Airport,San Mateo,SFIA,2020-05-19,288,281
San Francisco International Airport,San Mateo,SFIA,2020-05-20,299,287
San Francisco International Airport,San Mateo,SFIA,2020-05-21,276,320
San Francisco International Airport,San Mateo,SFIA,2020-05-22,316,350
San Francisco International Airport,San Mateo,SFIA,2020-05-23,202,182
San Francisco International Airport,San Mateo,SFIA,2020-05-24,209,186
San Francisco International Airport,San Mateo,SFIA,2020-05-25,337,163
San Francisco International Airport,San Mateo,SFIA,2020-05-26,373,292
San Francisco International Airport,San Mateo,SFIA,2020-05-27,319,294
San Francisco International Airport,San Mateo,SFIA,2020-05-28,332,339
San Francisco International Airport,San Mateo,SFIA,2020-05-29,358,296
San Francisco International Airport,San Mateo,SFIA,2020-05-30,225,165
San Francisco International Airport,San Mateo,SFIA,2020-05-31,231,172
San Francisco International Airport,San Mateo,SFIA,2020-06-01,356,279
San Francisco International Airport,San Mateo,SFIA,2020-06-02,340,308
San Francisco International Airport,San Mateo,SFIA,2020-06-03,294,310
San Francisco International Airport,San Mateo,SFIA,2020-06-04,330,347
San Francisco International Airport,San Mateo,SFIA,2020-06-05,342,383
San Francisco International Airport,San Mateo,SFIA,2020-06-06,252,196
San Francisco International Airport,San Mateo,SFIA,2020-06-07,299,189
San Francisco International Airport,San Mateo,SFIA,2020-06-08,414,384
San Francisco International Airport,San Mateo,SFIA,2020-06-09,393,328
San Francisco International Airport,San Mateo,SFIA,2020-06-10,397,359
San Francisco International Airport,San Mateo,SFIA,2020-06-11,415,406
San Francisco International Airport,San Mateo,SFIA,2020-06-12,397,480
San Francisco International Airport,San Mateo,SFIA,2020-06-13,291,237
San Francisco International Airport,San Mateo,SFIA,2020-06-14,366,250
San Francisco International Airport,San Mateo,SFIA,2020-06-15,525,416
San Francisco International Airport,San Mateo,SFIA,2020-06-16,497,398
San Francisco International Airport,San Mateo,SFIA,2020-06-17,485,448
San Francisco International Airport,San Mateo,SFIA,2020-06-18,440,483
San Francisco International Airport,San Mateo,SFIA,2020-06-19,453,541
San Francisco International Airport,San Mateo,SFIA,2020-06-20,320,244
San Francisco International Airport,San Mateo,SFIA,2020-06-21,406,241
San Francisco International Airport,San Mateo,SFIA,2020-06-22,509,406
San Francisco International Airport,San Mateo,SFIA,2020-06-23,478,397
San Francisco International Airport,San Mateo,SFIA,2020-06-24,477,433
San Francisco International Airport,San Mateo,SFIA,2020-06-25,495,508
San Francisco International Airport,San Mateo,SFIA,2020-06-26,483,473
San Francisco International Airport,San Mateo,SFIA,2020-06-27,339,248
San Francisco International Airport,San Mateo,SFIA,2020-06-28,385,236
San Francisco International Airport,San Mateo,SFIA,2020-06-29,554,442
San Francisco International Airport,San Mateo,SFIA,2020-06-30,556,512
San Francisco International Airport,San Mateo,SFIA,2020-07-01,496,516
San Francisco International Airport,San Mateo,SFIA,2020-07-02,549,649
San Francisco International Airport,San Mateo,SFIA,2020-07-03,417,568
San Francisco International Airport,San Mateo,SFIA,2020-07-04,358,270
San Francisco International Airport,San Mateo,SFIA,2020-07-05,580,268
San Francisco International Airport,San Mateo,SFIA,2020-07-06,696,511
San Francisco International Airport,San Mateo,SFIA,2020-07-07,673,495
San Francisco International Airport,San Mateo,SFIA,2020-07-08,586,502
San Francisco International Airport,San Mateo,SFIA,2020-07-09,567,553
San Francisco International Airport,San Mateo,SFIA,2020-07-10,555,487
San Francisco International Airport,San Mateo,SFIA,2020-07-11,429,293
San Francisco International Airport,San Mateo,SFIA,2020-07-12,515,250
San Francisco International Airport,San Mateo,SFIA,2020-07-13,623,466
San Francisco International Airport,San Mateo,SFIA,2020-07-14,567,454
San Francisco International Airport,San Mateo,SFIA,2020-07-15,484,434
San Francisco International Airport,San Mateo,SFIA,2020-07-16,529,535
San Francisco International Airport,San Mateo,SFIA,2020-07-17,529,507
San Francisco International Airport,San Mateo,SFIA,2020-07-18,403,287
San Francisco International Airport,San Mateo,SFIA,2020-07-19,513,296
San Francisco International Airport,San Mateo,SFIA,2020-07-20,648,483
San Francisco International Airport,San Mateo,SFIA,2020-07-21,520,467
San Francisco International Airport,San Mateo,SFIA,2020-07-22,499,464
San Francisco International Airport,San Mateo,SFIA,2020-07-23,543,509
San Francisco International Airport,San Mateo,SFIA,2020-07-24,494,521
San Francisco International Airport,San Mateo,SFIA,2020-07-25,389,303
San Francisco International Airport,San Mateo,SFIA,2020-07-26,519,289
San Francisco International Airport,San Mateo,SFIA,2020-07-27,649,471
San Francisco International Airport,San Mateo,SFIA,2020-07-28,504,430
San Francisco International Airport,San Mateo,SFIA,2020-07-29,553,476
San Francisco International Airport,San Mateo,SFIA,2020-07-30,540,510
San Francisco International Airport,San Mateo,SFIA,2020-07-31,566,557
San Francisco International Airport,San Mateo,SFIA,2020-08-01,429,313
San Francisco International Airport,San Mateo,SFIA,2020-08-02,528,340
San Francisco International Airport,San Mateo,SFIA,2020-08-03,681,521
San Francisco International Airport,San Mateo,SFIA,2020-08-04,604,494
San Francisco International Airport,San Mateo,SFIA,2020-08-05,531,522
San Francisco International Airport,San Mateo,SFIA,2020-08-06,562,594
San Francisco International Airport,San Mateo,SFIA,2020-08-07,593,581
San Francisco International Airport,San Mateo,SFIA,2020-08-08,405,337
San Francisco International Airport,San Mateo,SFIA,2020-08-09,557,332
San Francisco International Airport,San Mateo,SFIA,2020-08-10,727,522
San Francisco International Airport,San Mateo,SFIA,2020-08-11,579,483
San Francisco International Airport,San Mateo,SFIA,2020-08-12,590,544
San Francisco International Airport,San Mateo,SFIA,2020-08-13,540,575
San Francisco International Airport,San Mateo,SFIA,2020-08-14,598,583
San Francisco International Airport,San Mateo,SFIA,2020-08-15,455,333
San Francisco International Airport,San Mateo,SFIA,2020-08-16,573,332
San Francisco International Airport,San Mateo,SFIA,2020-08-17,737,523
San Francisco International Airport,San Mateo,SFIA,2020-08-18,603,491
San Francisco International Airport,San Mateo,SFIA,2020-08-19,627,564
San Francisco International Airport,San Mateo,SFIA,2020-08-20,634,605
San Francisco International Airport,San Mateo,SFIA,2020-08-21,595,625
San Francisco International Airport,San Mateo,SFIA,2020-08-22,500,342
San Francisco International Airport,San Mateo,SFIA,2020-08-23,542,366
San Francisco International Airport,San Mateo,SFIA,2020-08-24,696,510
San Francisco International Airport,San Mateo,SFIA,2020-08-25,605,503
San Francisco International Airport,San Mateo,SFIA,2020-08-26,569,554
San Francisco International Airport,San Mateo,SFIA,2020-08-27,586,606
San Francisco International Airport,San Mateo,SFIA,2020-08-28,593,623
San Francisco International Airport,San Mateo,SFIA,2020-08-29,501,342
San Francisco International Airport,San Mateo,SFIA,2020-08-30,602,369
San Francisco International Airport,San Mateo,SFIA,2020-08-31,730,562
San Francisco International Airport,San Mateo,SFIA,2020-09-01,619,509
San Francisco International Airport,San Mateo,SFIA,2020-09-02,612,540
San Francisco International Airport,San Mateo,SFIA,2020-09-03,684,687
San Francisco International Airport,San Mateo,SFIA,2020-09-04,719,818
San Francisco International Airport,San Mateo,SFIA,2020-09-05,594,424
San Francisco International Airport,San Mateo,SFIA,2020-09-06,512,397
San Francisco International Airport,San Mateo,SFIA,2020-09-07,937,381
San Francisco International Airport,San Mateo,SFIA,2020-09-08,797,554
San Francisco International Airport,San Mateo,SFIA,2020-09-09,762,567
San Francisco International Airport,San Mateo,SFIA,2020-09-10,631,656
San Francisco International Airport,San Mateo,SFIA,2020-09-11,661,680
San Francisco International Airport,San Mateo,SFIA,2020-09-12,512,366
San Francisco International Airport,San Mateo,SFIA,2020-09-13,420,191
San Francisco International Airport,San Mateo,SFIA,2020-09-14,783,559
San Francisco International Airport,San Mateo,SFIA,2020-09-15,639,528
San Francisco International Airport,San Mateo,SFIA,2020-09-16,614,556
San Francisco International Airport,San Mateo,SFIA,2020-09-17,607,643
San Francisco International Airport,San Mateo,SFIA,2020-09-18,644,618
San Francisco International Airport,San Mateo,SFIA,2020-09-19,477,376
San Francisco International Airport,San Mateo,SFIA,2020-09-20,661,361
San Francisco International Airport,San Mateo,SFIA,2020-09-21,781,506
San Francisco International Airport,San Mateo,SFIA,2020-09-22,690,497
San Francisco International Airport,San Mateo,SFIA,2020-09-23,627,604
San Francisco International Airport,San Mateo,SFIA,2020-09-24,673,698
San Francisco International Airport,San Mateo,SFIA,2020-09-25,682,744
San Francisco International Airport,San Mateo,SFIA,2020-09-26,537,388
San Francisco International Airport,San Mateo,SFIA,2020-09-27,738,366
San Francisco International Airport,San Mateo,SFIA,2020-09-28,880,565
San Francisco International Airport,San Mateo,SFIA,2020-09-29,667,537
San Francisco International Airport,San Mateo,SFIA,2020-09-30,709,625
San Francisco International Airport,San Mateo,SFIA,2020-10-01,716,660
San Francisco International Airport,San Mateo,SFIA,2020-10-02,680,701
San Francisco International Airport,San Mateo,SFIA,2020-10-03,566,428
San Francisco International Airport,San Mateo,SFIA,2020-10-04,695,389
San Francisco International Airport,San Mateo,SFIA,2020-10-05,819,628
San Francisco International Airport,San Mateo,SFIA,2020-10-06,739,567
San Francisco International Airport,San Mateo,SFIA,2020-10-07,697,661
San Francisco International Airport,San Mateo,SFIA,2020-10-08,687,749
San Francisco International Airport,San Mateo,SFIA,2020-10-09,829,787
San Francisco International Airport,San Mateo,SFIA,2020-10-10,626,435
San Francisco International Airport,San Mateo,SFIA,2020-10-11,722,404
San Francisco International Airport,San Mateo,SFIA,2020-10-12,883,593
San Francisco International Airport,San Mateo,SFIA,2020-10-13,798,587
San Francisco International Airport,San Mateo,SFIA,2020-10-14,699,682
San Francisco International Airport,San Mateo,SFIA,2020-10-15,730,765
San Francisco International Airport,San Mateo,SFIA,2020-10-16,824,796
San Francisco International Airport,San Mateo,SFIA,2020-10-17,671,481
San Francisco International Airport,San Mateo,SFIA,2020-10-18,746,467
San Francisco International Airport,San Mateo,SFIA,2020-10-19,966,662
San Francisco International Airport,San Mateo,SFIA,2020-10-20,743,584
San Francisco International Airport,San Mateo,SFIA,2020-10-21,748,654
