station_nm,station_cnty,station_abbr,date,cnt_entries,cnt_exits
San Bruno,San Mateo,SBRN,2021-04-01,553,587
San Bruno,San Mateo,SBRN,2021-04-02,550,623
San Bruno,San Mateo,SBRN,2021-04-03,325,363
San Bruno,San Mateo,SBRN,2021-04-04,209,244
San Bruno,San Mateo,SBRN,2021-04-05,546,566
San Bruno,San Mateo,SBRN,2021-04-06,582,605
San Bruno,San Mateo,SBRN,2021-04-07,611,626
San Bruno,San Mateo,SBRN,2021-04-08,556,617
San Bruno,San Mateo,SBRN,2021-04-09,546,618
San Bruno,San Mateo,SBRN,2021-04-10,382,432
San Bruno,San Mateo,SBRN,2021-04-11,306,306
San Bruno,San Mateo,SBRN,2021-04-12,544,583
San Bruno,San Mateo,SBRN,2021-04-13,560,603
San Bruno,San Mateo,SBRN,2021-04-14,595,612
San Bruno,San Mateo,SBRN,2021-04-15,572,596
San Bruno,San Mateo,SBRN,2021-04-16,561,621
San Bruno,San Mateo,SBRN,2021-04-17,418,464
San Bruno,San Mateo,SBRN,2021-04-18,318,360
San Bruno,San Mateo,SBRN,2021-04-19,542,558
San Bruno,San Mateo,SBRN,2021-04-20,564,603
San Bruno,San Mateo,SBRN,2021-04-21,538,587
San Bruno,San Mateo,SBRN,2021-04-22,562,614
San Bruno,San Mateo,SBRN,2021-04-23,586,618
San Bruno,San Mateo,SBRN,2021-04-24,360,428
San Bruno,San Mateo,SBRN,2021-04-25,249,260
San Bruno,San Mateo,SBRN,2021-04-26,512,570
San Bruno,San Mateo,SBRN,2021-04-27,566,596
San Bruno,San Mateo,SBRN,2021-04-28,556,594
San Bruno,San Mateo,SBRN,2021-04-29,559,602
San Bruno,San Mateo,SBRN,2021-04-30,574,630
San Bruno,San Mateo,SBRN,2021-05-01,383,423
San Bruno,San Mateo,SBRN,2021-05-02,296,342
San Bruno,San Mateo,SBRN,2021-05-03,572,574
San Bruno,San Mateo,SBRN,2021-05-04,611,600
San Bruno,San Mateo,SBRN,2021-05-05,592,616
San Bruno,San Mateo,SBRN,2021-05-06,583,616
San Bruno,San Mateo,SBRN,2021-05-07,583,612
San Bruno,San Mateo,SBRN,2021-05-08,395,428
San Bruno,San Mateo,SBRN,2021-05-09,286,297
San Bruno,San Mateo,SBRN,2021-05-10,543,576
San Bruno,San Mateo,SBRN,2021-05-11,626,670
San Bruno,San Mateo,SBRN,2021-05-12,608,637
San Bruno,San Mateo,SBRN,2021-05-13,628,649
San Bruno,San Mateo,SBRN,2021-05-14,561,630
San Bruno,San Mateo,SBRN,2021-05-15,422,440
San Bruno,San Mateo,SBRN,2021-05-16,292,315
San Bruno,San Mateo,SBRN,2021-05-17,554,591
San Bruno,San Mateo,SBRN,2021-05-18,611,654
San Bruno,San Mateo,SBRN,2021-05-19,645,650
San Bruno,San Mateo,SBRN,2021-05-20,594,612
San Bruno,San Mateo,SBRN,2021-05-21,621,651
San Bruno,San Mateo,SBRN,2021-05-22,491,502
San Bruno,San Mateo,SBRN,2021-05-23,303,333
San Bruno,San Mateo,SBRN,2021-05-24,600,635
San Bruno,San Mateo,SBRN,2021-05-25,580,636
San Bruno,San Mateo,SBRN,2021-05-26,647,695
San Bruno,San Mateo,SBRN,2021-05-27,664,684
San Bruno,San Mateo,SBRN,2021-05-28,580,622
San Bruno,San Mateo,SBRN,2021-05-29,470,490
San Bruno,San Mateo,SBRN,2021-05-30,352,362
San Bruno,San Mateo,SBRN,2021-05-31,371,376
San Bruno,San Mateo,SBRN,2021-06-01,646,676
San Bruno,San Mateo,SBRN,2021-06-02,644,661
San Bruno,San Mateo,SBRN,2021-06-03,647,714
San Bruno,San Mateo,SBRN,2021-06-04,648,737
San Bruno,San Mateo,SBRN,2021-06-05,468,493
San Bruno,San Mateo,SBRN,2021-06-06,324,349
San Bruno,San Mateo,SBRN,2021-06-07,609,605
San Bruno,San Mateo,SBRN,2021-06-08,681,701
San Bruno,San Mateo,SBRN,2021-06-09,680,727
San Bruno,San Mateo,SBRN,2021-06-10,714,751
San Bruno,San Mateo,SBRN,2021-06-11,709,752
San Bruno,San Mateo,SBRN,2021-06-12,502,547
San Bruno,San Mateo,SBRN,2021-06-13,319,369
San Bruno,San Mateo,SBRN,2021-06-14,641,689
San Bruno,San Mateo,SBRN,2021-06-15,666,732
San Bruno,San Mateo,SBRN,2021-06-16,686,748
San Bruno,San Mateo,SBRN,2021-06-17,713,720
San Bruno,San Mateo,SBRN,2021-06-18,701,761
San Bruno,San Mateo,SBRN,2021-06-19,496,563
San Bruno,San Mateo,SBRN,2021-06-20,309,364
San Bruno,San Mateo,SBRN,2021-06-21,660,694
San Bruno,San Mateo,SBRN,2021-06-22,687,735
San Bruno,San Mateo,SBRN,2021-06-23,760,767
San Bruno,San Mateo,SBRN,2021-06-24,750,798
San Bruno,San Mateo,SBRN,2021-06-25,765,767
San Bruno,San Mateo,SBRN,2021-06-26,544,565
San Bruno,San Mateo,SBRN,2021-06-27,373,447
San Bruno,San Mateo,SBRN,2021-06-28,665,721
San Bruno,San Mateo,SBRN,2021-06-29,686,715
San Bruno,San Mateo,SBRN,2021-06-30,720,792
San Bruno,San Mateo,SBRN,2021-07-01,734,847
San Bruno,San Mateo,SBRN,2021-07-02,753,805
San Bruno,San Mateo,SBRN,2021-07-03,511,525
San Bruno,San Mateo,SBRN,2021-07-04,449,423
San Bruno,San Mateo,SBRN,2021-07-05,482,545
San Bruno,San Mateo,SBRN,2021-07-06,710,769
San Bruno,San Mateo,SBRN,2021-07-07,746,792
San Bruno,San Mateo,SBRN,2021-07-08,768,788
San Bruno,San Mateo,SBRN,2021-07-09,787,813
San Bruno,San Mateo,SBRN,2021-07-10,504,557
San Bruno,San Mateo,SBRN,2021-07-11,395,462
San Bruno,San Mateo,SBRN,2021-07-12,692,769
San Bruno,San Mateo,SBRN,2021-07-13,745,825
San Bruno,San Mateo,SBRN,2021-07-14,818,848
San Bruno,San Mateo,SBRN,2021-07-15,753,804
San Bruno,San Mateo,SBRN,2021-07-16,785,812
San Bruno,San Mateo,SBRN,2021-07-17,524,571
San Bruno,San Mateo,SBRN,2021-07-18,344,426
San Bruno,San Mateo,SBRN,2021-07-19,717,798
San Bruno,San Mateo,SBRN,2021-07-20,738,819
San Bruno,San Mateo,SBRN,2021-07-21,789,830
San Bruno,San Mateo,SBRN,2021-07-22,815,848
San Bruno,San Mateo,SBRN,2021-07-23,817,840
San Bruno,San Mateo,SBRN,2021-07-24,521,559
San Bruno,San Mateo,SBRN,2021-07-25,419,457
San Bruno,San Mateo,SBRN,2021-07-26,719,823
San Bruno,San Mateo,SBRN,2021-07-27,728,822
San Bruno,San Mateo,SBRN,2021-07-28,805,859
San Bruno,San Mateo,SBRN,2021-07-29,816,864
San Bruno,San Mateo,SBRN,2021-07-30,762,788
San Bruno,San Mateo,SBRN,2021-07-31,557,603
San Bruno,San Mateo,SBRN,2021-08-01,414,452
San Bruno,San Mateo,SBRN,2021-08-02,731,751
San Bruno,San Mateo,SBRN,2021-08-03,748,811
San Bruno,San Mateo,SBRN,2021-08-04,807,807
San Bruno,San Mateo,SBRN,2021-08-05,792,838
San Bruno,San Mateo,SBRN,2021-08-06,767,823
San Bruno,San Mateo,SBRN,2021-08-07,566,658
San Bruno,San Mateo,SBRN,2021-08-08,413,474
San Bruno,San Mateo,SBRN,2021-08-09,784,803
San Bruno,San Mateo,SBRN,2021-08-10,769,840
San Bruno,San Mateo,SBRN,2021-08-11,811,859
San Bruno,San Mateo,SBRN,2021-08-12,802,883
San Bruno,San Mateo,SBRN,2021-08-13,838,874
San Bruno,San Mateo,SBRN,2021-08-14,616,657
San Bruno,San Mateo,SBRN,2021-08-15,445,461
San Bruno,San Mateo,SBRN,2021-08-16,788,854
San Bruno,San Mateo,SBRN,2021-08-17,814,844
San Bruno,San Mateo,SBRN,2021-08-18,830,873
San Bruno,San Mateo,SBRN,2021-08-19,841,882
San Bruno,San Mateo,SBRN,2021-08-20,809,779
San Bruno,San Mateo,SBRN,2021-08-21,553,592
San Bruno,San Mateo,SBRN,2021-08-22,403,425
San Bruno,San Mateo,SBRN,2021-08-23,779,826
San Bruno,San Mateo,SBRN,2021-08-24,773,857
San Bruno,San Mateo,SBRN,2021-08-25,887,906
San Bruno,San Mateo,SBRN,2021-08-26,839,909
San Bruno,San Mateo,SBRN,2021-08-27,785,872
San Bruno,San Mateo,SBRN,2021-08-28,543,584
San Bruno,San Mateo,SBRN,2021-08-29,380,430
San Bruno,San Mateo,SBRN,2021-08-30,743,831
San Bruno,San Mateo,SBRN,2021-08-31,812,854
San Bruno,San Mateo,SBRN,2021-09-01,880,912
San Bruno,San Mateo,SBRN,2021-09-02,871,902
San Bruno,San Mateo,SBRN,2021-09-03,884,905
San Bruno,San Mateo,SBRN,2021-09-04,633,688
San Bruno,San Mateo,SBRN,2021-09-05,491,564
San Bruno,San Mateo,SBRN,2021-09-06,490,556
San Bruno,San Mateo,SBRN,2021-09-07,851,923
San Bruno,San Mateo,SBRN,2021-09-08,887,935
San Bruno,San Mateo,SBRN,2021-09-09,904,948
San Bruno,San Mateo,SBRN,2021-09-10,982,990
San Bruno,San Mateo,SBRN,2021-09-11,595,717
San Bruno,San Mateo,SBRN,2021-09-12,441,548
San Bruno,San Mateo,SBRN,2021-09-13,821,904
San Bruno,San Mateo,SBRN,2021-09-14,894,961
San Bruno,San Mateo,SBRN,2021-09-15,907,957
San Bruno,San Mateo,SBRN,2021-09-16,969,1019
San Bruno,San Mateo,SBRN,2021-09-17,938,967
San Bruno,San Mateo,SBRN,2021-09-18,706,761
San Bruno,San Mateo,SBRN,2021-09-19,471,549
San Bruno,San Mateo,SBRN,2021-09-20,907,945
San Bruno,San Mateo,SBRN,2021-09-21,958,1020
San Bruno,San Mateo,SBRN,2021-09-22,1002,1008
San Bruno,San Mateo,SBRN,2021-09-23,1010,1032
San Bruno,San Mateo,SBRN,2021-09-24,1005,1052
San Bruno,San Mateo,SBRN,2021-09-25,643,691
San Bruno,San Mateo,SBRN,2021-09-26,448,519
San Bruno,San Mateo,SBRN,2021-09-27,866,932
San Bruno,San Mateo,SBRN,2021-09-28,978,1017
San Bruno,San Mateo,SBRN,2021-09-29,986,1022
San Bruno,San Mateo,SBRN,2021-09-30,1017,1013
San Bruno,San Mateo,SBRN,2021-10-01,969,974
San Bruno,San Mateo,SBRN,2021-10-02,643,772
San Bruno,San Mateo,SBRN,2021-10-03,424,519
San Bruno,San Mateo,SBRN,2021-10-04,866,912
San Bruno,San Mateo,SBRN,2021-10-05,893,988
San Bruno,San Mateo,SBRN,2021-10-06,927,995
San Bruno,San Mateo,SBRN,2021-10-07,960,993
San Bruno,San Mateo,SBRN,2021-10-08,1010,1006
San Bruno,San Mateo,SBRN,2021-10-09,766,912
San Bruno,San Mateo,SBRN,2021-10-10,542,629
San Bruno,San Mateo,SBRN,2021-10-11,835,894
San Bruno,San Mateo,SBRN,2021-10-12,916,990
San Bruno,San Mateo,SBRN,2021-10-13,958,1081
San Bruno,San Mateo,SBRN,2021-10-14,1027,1072
San Bruno,San Mateo,SBRN,2021-10-15,928,978
San Bruno,San Mateo,SBRN,2021-10-16,645,753
San Bruno,San Mateo,SBRN,2021-10-17,412,488
San Bruno,San Mateo,SBRN,2021-10-18,893,987
San Bruno,San Mateo,SBRN,2021-10-19,948,997
San Bruno,San Mateo,SBRN,2021-10-20,937,1005
San Bruno,San Mateo,SBRN,2021-10-21,934,945
San Bruno,San Mateo,SBRN,2021-10-22,973,1004
San Bruno,San Mateo,SBRN,2021-10-23,645,672
San Bruno,San Mateo,SBRN,2021-10-24,250,291
San Bruno,San Mateo,SBRN,2021-10-25,890,949
San Bruno,San Mateo,SBRN,2021-10-26,953,1010
San Bruno,San Mateo,SBRN,2021-10-27,989,1035
San Bruno,San Mateo,SBRN,2021-10-28,1036,1101
San Bruno,San Mateo,SBRN,2021-10-29,999,1135
San Bruno,San Mateo,SBRN,2021-10-30,666,741
San Bruno,San Mateo,SBRN,2021-10-31,453,514
San Bruno,San Mateo,SBRN,2021-11-01,753,862
San Bruno,San Mateo,SBRN,2021-11-02,967,1033
San Bruno,San Mateo,SBRN,2021-11-03,1000,1111
San Bruno,San Mateo,SBRN,2021-11-04,1020,1065
San Bruno,San Mateo,SBRN,2021-11-05,963,1034
San Bruno,San Mateo,SBRN,2021-11-06,625,672
San Bruno,San Mateo,SBRN,2021-11-07,386,473
San Bruno,San Mateo,SBRN,2021-11-08,891,929
San Bruno,San Mateo,SBRN,2021-11-09,972,1038
San Bruno,San Mateo,SBRN,2021-11-10,1031,1099
San Bruno,San Mateo,SBRN,2021-11-11,923,965
San Bruno,San Mateo,SBRN,2021-11-12,1007,1069
San Bruno,San Mateo,SBRN,2021-11-13,600,720
San Bruno,San Mateo,SBRN,2021-11-14,464,531
San Bruno,San Mateo,SBRN,2021-11-15,869,935
San Bruno,San Mateo,SBRN,2021-11-16,1016,1093
San Bruno,San Mateo,SBRN,2021-11-17,1010,1089
San Bruno,San Mateo,SBRN,2021-11-18,1064,1117
San Bruno,San Mateo,SBRN,2021-11-19,985,1053
San Bruno,San Mateo,SBRN,2021-11-20,685,765
San Bruno,San Mateo,SBRN,2021-11-21,449,514
San Bruno,San Mateo,SBRN,2021-11-22,915,981
San Bruno,San Mateo,SBRN,2021-11-23,1008,1044
San Bruno,San Mateo,SBRN,2021-11-24,920,986
San Bruno,San Mateo,SBRN,2021-11-25,280,385
San Bruno,San Mateo,SBRN,2021-11-26,749,777
San Bruno,San Mateo,SBRN,2021-11-27,655,750
San Bruno,San Mateo,SBRN,2021-11-28,458,561
San Bruno,San Mateo,SBRN,2021-11-29,934,971
San Bruno,San Mateo,SBRN,2021-11-30,972,1057
San Bruno,San Mateo,SBRN,2021-12-01,1015,1080
San Bruno,San Mateo,SBRN,2021-12-02,1054,1141
San Bruno,San Mateo,SBRN,2021-12-03,981,1044
San Bruno,San Mateo,SBRN,2021-12-04,637,733
San Bruno,San Mateo,SBRN,2021-12-05,442,527
San Bruno,San Mateo,SBRN,2021-12-06,899,981
San Bruno,San Mateo,SBRN,2021-12-07,1048,1136
San Bruno,San Mateo,SBRN,2021-12-08,1084,1113
San Bruno,San Mateo,SBRN,2021-12-09,1029,1085
San Bruno,San Mateo,SBRN,2021-12-10,1041,1137
San Bruno,San Mateo,SBRN,2021-12-11,716,795
San Bruno,San Mateo,SBRN,2021-12-12,356,398
San Bruno,San Mateo,SBRN,2021-12-13,788,867
San Bruno,San Mateo,SBRN,2021-12-14,1001,1067
San Bruno,San Mateo,SBRN,2021-12-15,993,1100
San Bruno,San Mateo,SBRN,2021-12-16,1122,1181
San Bruno,San Mateo,SBRN,2021-12-17,1081,1154
San Bruno,San Mateo,SBRN,2021-12-18,723,810
San Bruno,San Mateo,SBRN,2021-12-19,491,513
San Bruno,San Mateo,SBRN,2021-12-20,946,1032
San Bruno,San Mateo,SBRN,2021-12-21,985,999
San Bruno,San Mateo,SBRN,2021-12-22,829,918
San Bruno,San Mateo,SBRN,2021-12-23,804,856
San Bruno,San Mateo,SBRN,2021-12-24,531,561
San Bruno,San Mateo,SBRN,2021-12-25,134,191
San Bruno,San Mateo,SBRN,2021-12-26,319,356
San Bruno,San Mateo,SBRN,2021-12-27,731,823
San Bruno,San Mateo,SBRN,2021-12-28,768,838
San Bruno,San Mateo,SBRN,2021-12-29,699,743
San Bruno,San Mateo,SBRN,2021-12-30,802,900
San Bruno,San Mateo,SBRN,2021-12-31,604,606
San Bruno,San Mateo,SBRN,2022-01-01,377,466
San Bruno,San Mateo,SBRN,2022-01-02,379,436
San Bruno,San Mateo,SBRN,2022-01-03,711,827
San Bruno,San Mateo,SBRN,2022-01-04,813,893
San Bruno,San Mateo,SBRN,2022-01-05,796,852
San Bruno,San Mateo,SBRN,2022-01-06,816,881
San Bruno,San Mateo,SBRN,2022-01-07,753,772
San Bruno,San Mateo,SBRN,2022-01-08,515,589
San Bruno,San Mateo,SBRN,2022-01-09,369,383
San Bruno,San Mateo,SBRN,2022-01-10,723,786
San Bruno,San Mateo,SBRN,2022-01-11,826,839
San Bruno,San Mateo,SBRN,2022-01-12,773,819
San Bruno,San Mateo,SBRN,2022-01-13,802,848
San Bruno,San Mateo,SBRN,2022-01-14,812,897
San Bruno,San Mateo,SBRN,2022-01-15,488,550
San Bruno,San Mateo,SBRN,2022-01-16,326,398
San Bruno,San Mateo,SBRN,2022-01-17,576,681
San Bruno,San Mateo,SBRN,2022-01-18,798,857
San Bruno,San Mateo,SBRN,2022-01-19,790,883
San Bruno,San Mateo,SBRN,2022-01-20,808,928
San Bruno,San Mateo,SBRN,2022-01-21,813,858
San Bruno,San Mateo,SBRN,2022-01-22,574,617
San Bruno,San Mateo,SBRN,2022-01-23,381,400
San Bruno,San Mateo,SBRN,2022-01-24,756,820
San Bruno,San Mateo,SBRN,2022-01-25,805,868
San Bruno,San Mateo,SBRN,2022-01-26,875,970
San Bruno,San Mateo,SBRN,2022-01-27,839,909
San Bruno,San Mateo,SBRN,2022-01-28,767,867
San Bruno,San Mateo,SBRN,2022-01-29,527,602
San Bruno,San Mateo,SBRN,2022-01-30,352,407
San Bruno,San Mateo,SBRN,2022-01-31,774,814
San Bruno,San Mateo,SBRN,2022-02-01,884,931
San Bruno,San Mateo,SBRN,2022-02-02,884,934
San Bruno,San Mateo,SBRN,2022-02-03,909,926
San Bruno,San Mateo,SBRN,2022-02-04,833,897
San Bruno,San Mateo,SBRN,2022-02-05,549,599
San Bruno,San Mateo,SBRN,2022-02-06,402,434
San Bruno,San Mateo,SBRN,2022-02-07,879,918
San Bruno,San Mateo,SBRN,2022-02-08,910,970
San Bruno,San Mateo,SBRN,2022-02-09,978,1030
San Bruno,San Mateo,SBRN,2022-02-10,937,942
San Bruno,San Mateo,SBRN,2022-02-11,961,1008
San Bruno,San Mateo,SBRN,2022-02-12,642,716
San Bruno,San Mateo,SBRN,2022-02-13,376,418
San Bruno,San Mateo,SBRN,2022-02-14,893,949
San Bruno,San Mateo,SBRN,2022-02-15,951,1001
San Bruno,San Mateo,SBRN,2022-02-16,1002,1049
San Bruno,San Mateo,SBRN,2022-02-17,989,1025
San Bruno,San Mateo,SBRN,2022-02-18,1011,1009
San Bruno,San Mateo,SBRN,2022-02-19,785,891
San Bruno,San Mateo,SBRN,2022-02-20,509,551
San Bruno,San Mateo,SBRN,2022-02-21,650,717
San Bruno,San Mateo,SBRN,2022-02-22,962,970
San Bruno,San Mateo,SBRN,2022-02-23,951,1012
San Bruno,San Mateo,SBRN,2022-02-24,943,1029
San Bruno,San Mateo,SBRN,2022-02-25,958,961
San Bruno,San Mateo,SBRN,2022-02-26,572,698
San Bruno,San Mateo,SBRN,2022-02-27,431,470
San Bruno,San Mateo,SBRN,2022-02-28,827,950
San Bruno,San Mateo,SBRN,2022-03-01,1010,1064
San Bruno,San Mateo,SBRN,2022-03-02,972,1033
San Bruno,San Mateo,SBRN,2022-03-03,984,1054
San Bruno,San Mateo,SBRN,2022-03-04,910,970
San Bruno,San Mateo,SBRN,2022-03-05,579,672
San Bruno,San Mateo,SBRN,2022-03-06,472,573
San Bruno,San Mateo,SBRN,2022-03-07,982,1117
San Bruno,San Mateo,SBRN,2022-03-08,1091,1292
San Bruno,San Mateo,SBRN,2022-03-09,1090,1231
San Bruno,San Mateo,SBRN,2022-03-10,1106,1227
San Bruno,San Mateo,SBRN,2022-03-11,1171,1304
San Bruno,San Mateo,SBRN,2022-03-12,857,924
San Bruno,San Mateo,SBRN,2022-03-13,538,592
San Bruno,San Mateo,SBRN,2022-03-14,1042,1153
San Bruno,San Mateo,SBRN,2022-03-15,1119,1266
San Bruno,San Mateo,SBRN,2022-03-16,1101,1236
San Bruno,San Mateo,SBRN,2022-03-17,1204,1227
San Bruno,San Mateo,SBRN,2022-03-18,1147,1237
San Bruno,San Mateo,SBRN,2022-03-19,726,818
San Bruno,San Mateo,SBRN,2022-03-20,530,571
San Bruno,San Mateo,SBRN,2022-03-21,1123,1195
San Bruno,San Mateo,SBRN,2022-03-22,1181,1208
San Bruno,San Mateo,SBRN,2022-03-23,1209,1193
San Bruno,San Mateo,SBRN,2022-03-24,1194,1239
San Bruno,San Mateo,SBRN,2022-03-25,1057,1100
San Bruno,San Mateo,SBRN,2022-03-26,700,806
San Bruno,San Mateo,SBRN,2022-03-27,417,514
San Bruno,San Mateo,SBRN,2022-03-28,954,977
San Bruno,San Mateo,SBRN,2022-03-29,1137,1184
San Bruno,San Mateo,SBRN,2022-03-30,1086,1167
San Bruno,San Mateo,SBRN,2022-03-31,1081,1124
San Bruno,San Mateo,SBRN,2022-04-01,1017,1095
San Bruno,San Mateo,SBRN,2022-04-02,735,829
San Bruno,San Mateo,SBRN,2022-04-03,467,546
San Bruno,San Mateo,SBRN,2022-04-04,1021,1044
San Bruno,San Mateo,SBRN,2022-04-05,1216,1239
San Bruno,San Mateo,SBRN,2022-04-06,1196,1248
San Bruno,San Mateo,SBRN,2022-04-07,1184,1272
San Bruno,San Mateo,SBRN,2022-04-08,1092,1207
San Bruno,San Mateo,SBRN,2022-04-09,729,846
San Bruno,San Mateo,SBRN,2022-04-10,500,586
San Bruno,San Mateo,SBRN,2022-04-11,1038,1050
San Bruno,San Mateo,SBRN,2022-04-12,1231,1243
San Bruno,San Mateo,SBRN,2022-04-13,1171,1203
San Bruno,San Mateo,SBRN,2022-04-14,1124,1185
San Bruno,San Mateo,SBRN,2022-04-15,1069,1113
San Bruno,San Mateo,SBRN,2022-04-16,661,700
San Bruno,San Mateo,SBRN,2022-04-17,430,477
San Bruno,San Mateo,SBRN,2022-04-18,1064,1074
San Bruno,San Mateo,SBRN,2022-04-19,1194,1236
San Bruno,San Mateo,SBRN,2022-04-20,1210,1265
San Bruno,San Mateo,SBRN,2022-04-21,1170,1177
San Bruno,San Mateo,SBRN,2022-04-22,1064,1104
San Bruno,San Mateo,SBRN,2022-04-23,749,794
San Bruno,San Mateo,SBRN,2022-04-24,495,557
San Bruno,San Mateo,SBRN,2022-04-25,1027,1029
San Bruno,San Mateo,SBRN,2022-04-26,1225,1308
San Bruno,San Mateo,SBRN,2022-04-27,1177,1198
San Bruno,San Mateo,SBRN,2022-04-28,1235,1242
San Bruno,San Mateo,SBRN,2022-04-29,1059,1130
San Bruno,San Mateo,SBRN,2022-04-30,659,785
San Bruno,San Mateo,SBRN,2022-05-01,558,662
San Bruno,San Mateo,SBRN,2022-05-02,1078,1130
San Francisco International Airport,San Mateo,SFIA,2019-01-01,6405,2915
San Francisco International Airport,San Mateo,SFIA,2019-01-02,6516,4695
San Francisco International Airport,San Mateo,SFIA,2019-01-03,6375,4714
San Francisco International Airport,San Mateo,SFIA,2019-01-04,5869,4792
San Francisco International Airport,San Mateo,SFIA,2019-01-05,3472,2835
San Francisco International Airport,San Mateo,SFIA,2019-01-06,3151,2290
San Francisco International Airport,San Mateo,SFIA,2019-01-07,5385,4466
San Francisco International Airport,San Mateo,SFIA,2019-01-08,5033,4028
San Francisco International Airport,San Mateo,SFIA,2019-01-09,5160,4568
San Francisco International Airport,San Mateo,SFIA,2019-01-10,5193,4849
San Francisco International Airport,San Mateo,SFIA,2019-01-11,5538,5118
San Francisco International Airport,San Mateo,SFIA,2019-01-12,4182,2856
San Francisco International Airport,San Mateo,SFIA,2019-01-13,4265,2578
San Francisco International Airport,San Mateo,SFIA,2019-01-14,5105,4404
San Francisco International Airport,San Mateo,SFIA,2019-01-15,4560,4149
San Francisco International Airport,San Mateo,SFIA,2019-01-16,4522,4614
San Francisco International Airport,San Mateo,SFIA,2019-01-17,5363,5493
San Francisco International Airport,San Mateo,SFIA,2019-01-18,6504,6264
San Francisco International Airport,San Mateo,SFIA,2019-01-19,4389,3254
San Francisco International Airport,San Mateo,SFIA,2019-01-20,3794,2492
San Francisco International Airport,San Mateo,SFIA,2019-01-21,5420,3521
San Francisco International Airport,San Mateo,SFIA,2019-01-22,5585,4077
San Francisco International Airport,San Mateo,SFIA,2019-01-23,4762,4200
San Francisco International Airport,San Mateo,SFIA,2019-01-24,4590,4768
San Francisco International Airport,San Mateo,SFIA,2019-01-25,5111,5283
San Francisco International Airport,San Mateo,SFIA,2019-01-26,3551,2848
San Francisco International Airport,San Mateo,SFIA,2019-01-27,4083,2493
San Francisco International Airport,San Mateo,SFIA,2019-01-28,5353,4115
San Francisco International Airport,San Mateo,SFIA,2019-01-29,4287,3596
San Francisco International Airport,San Mateo,SFIA,2019-01-30,4616,4243
San Francisco International Airport,San Mateo,SFIA,2019-01-31,5253,5169
San Francisco International Airport,San Mateo,SFIA,2019-02-01,6365,5512
San Francisco International Airport,San Mateo,SFIA,2019-02-02,4599,3015
San Francisco International Airport,San Mateo,SFIA,2019-02-03,4356,2581
San Francisco International Airport,San Mateo,SFIA,2019-02-04,5416,4665
San Francisco International Airport,San Mateo,SFIA,2019-02-05,4814,4111
San Francisco International Airport,San Mateo,SFIA,2019-02-06,4703,4901
San Francisco International Airport,San Mateo,SFIA,2019-02-07,5069,6539
San Francisco International Airport,San Mateo,SFIA,2019-02-08,5152,6644
San Francisco International Airport,San Mateo,SFIA,2019-02-09,3899,3253
San Francisco International Airport,San Mateo,SFIA,2019-02-10,4078,2880
San Francisco International Airport,San Mateo,SFIA,2019-02-11,5611,4534
San Francisco International Airport,San Mateo,SFIA,2019-02-12,4554,4146
San Francisco International Airport,San Mateo,SFIA,2019-02-13,4201,4920
San Francisco International Airport,San Mateo,SFIA,2019-02-14,5118,6202
San Francisco International Airport,San Mateo,SFIA,2019-02-15,5992,6418
San Francisco International Airport,San Mateo,SFIA,2019-02-16,4666,3475
San Francisco International Airport,San Mateo,SFIA,2019-02-17,4328,2697
San Francisco International Airport,San Mateo,SFIA,2019-02-18,5624,3820
San Francisco International Airport,San Mateo,SFIA,2019-02-19,6062,4562
San Francisco International Airport,San Mateo,SFIA,2019-02-20,5187,4815
San Francisco International Airport,San Mateo,SFIA,2019-02-21,5368,5513
San Francisco International Airport,San Mateo,SFIA,2019-02-22,5952,6173
San Francisco International Airport,San Mateo,SFIA,2019-02-23,3942,3241
San Francisco International Airport,San Mateo,SFIA,2019-02-24,3932,2806
San Francisco International Airport,San Mateo,SFIA,2019-02-25,5011,4689
San Francisco International Airport,San Mateo,SFIA,2019-02-26,4222,4089
San Francisco International Airport,San Mateo,SFIA,2019-02-27,4667,4635
San Francisco International Airport,San Mateo,SFIA,2019-02-28,5351,5596
San Francisco International Airport,San Mateo,SFIA,2019-03-01,5872,6054
San Francisco International Airport,San Mateo,SFIA,2019-03-02,3750,3073
San Francisco International Airport,San Mateo,SFIA,2019-03-03,4076,2863
San Francisco International Airport,San Mateo,SFIA,2019-03-04,6004,4760
San Francisco International Airport,San Mateo,SFIA,2019-03-05,4340,4050
San Francisco International Airport,San Mateo,SFIA,2019-03-06,4435,4867
San Francisco International Airport,San Mateo,SFIA,2019-03-07,5278,5658
San Francisco International Airport,San Mateo,SFIA,2019-03-08,6054,6311
San Francisco International Airport,San Mateo,SFIA,2019-03-09,3013,1806
San Francisco International Airport,San Mateo,SFIA,2019-03-10,4136,2687
San Francisco International Airport,San Mateo,SFIA,2019-03-11,6111,4619
San Francisco International Airport,San Mateo,SFIA,2019-03-12,4921,4328
San Francisco International Airport,San Mateo,SFIA,2019-03-13,5122,5064
San Francisco International Airport,San Mateo,SFIA,2019-03-14,5623,5776
San Francisco International Airport,San Mateo,SFIA,2019-03-15,6509,5941
San Francisco International Airport,San Mateo,SFIA,2019-03-16,4892,3547
San Francisco International Airport,San Mateo,SFIA,2019-03-17,5597,3218
San Francisco International Airport,San Mateo,SFIA,2019-03-18,6332,5306
San Francisco International Airport,San Mateo,SFIA,2019-03-19,5394,4623
San Francisco International Airport,San Mateo,SFIA,2019-03-20,5265,5668
